10000 16666
5705 3221 7
2543 1385 4
3154 3633 1
183 1669 1
8037 7455 1
8682 7557 3
6114 6072 9
9299 7560 7
1821 9499 10
3747 9812 9
1650 9769 1
4067 8033 1
5992 3301 1
1984 4473 1
992 5939 3
6662 1915 7
6219 9208 9
915 6561 3
6995 7881 1
6673 6469 5
4135 9775 1
8465 1561 9
2587 2177 7
7099 1609 5
6022 7233 1
807 7515 7
2489 1 1
1884 2090 1
7506 2396 9
2952 2893 1
6003 7681 9
934 533 9
3866 8973 6
8259 4573 1
8534 2773 1
9205 8629 1
8286 7750 8
1438 7005 1
4990 1403 5
4369 4167 9
266 5545 1
9427 8312 2
8779 809 9
4739 3587 7
6160 8876 7
9776 7587 1
5368 9551 7
8588 1901 6
4550 7971 4
3496 481 5
6649 3937 1
3660 7640 10
9787 4929 1
2403 1311 1
6798 1091 9
1358 4881 1
7484 5826 1
2925 7201 8
202 7836 5
2688 6421 7
2737 8919 3
6153 5859 10
7473 7656 1
711 3371 9
4309 3841 1
5492 2745 1
2263 4383 7
2027 2304 1
465 6643 6
8083 3048 7
5632 5116 1
1318 5773 3
6415 4011 5
7313 413 10
3896 3786 5
7869 3705 2
557 3921 9
6963 7971 6
4098 1681 3
8796 6322 5
1788 9361 6
8613 4273 1
1236 8657 5
1888 3047 5
6769 8452 5
6080 9726 1
9982 4081 1
1003 3905 9
1427 463 5
1420 2821 7
5060 7473 6
3344 7198 9
7453 4009 5
9814 7491 9
1173 7409 9
3566 7607 9
2540 1526 3
9127 3781 3
1356 679 9
2798 721 10
6640 9465 3
3177 4491 9
8934 8711 7
7414 9749 6
6479 1857 8
9324 4051 3
9052 7797 1
448 311 7
8693 8004 3
8615 4607 9
2716 7953 9
8225 3352 4
8858 497 1
3502 2862 6
3895 8865 6
2760 6620 5
8595 339 3
503 9705 3
4866 3671 1
974 6521 8
2521 853 1
6426 7253 6
6356 8919 2
5514 4791 7
4227 2956 9
4303 6921 1
3776 6107 1
166 741 1
447 7209 6
317 7069 1
1978 816 5
3435 4638 7
2239 6517 5
7784 429 3
3141 6671 1
9661 9519 1
2141 6951 2
2333 9787 9
3461 8388 1
1546 2641 2
5859 6014 10
1218 6226 3
8025 3265 8
7681 8245 1
6283 7409 3
8227 4356 8
9298 2737 5
9330 5075 5
906 3745 1
1635 2748 6
8952 1559 8
6753 5441 7
8010 7585 6
46 5021 1
5801 805 1
3319 8607 3
5638 4048 5
247 8988 10
2138 3986 9
8917 8621 5
247 2635 9
2140 4236 7
7410 7181 6
4736 4881 1
8754 9087 3
4842 9611 1
343 4496 10
9291 4185 7
1456 7284 10
5109 7816 1
7248 8793 2
7139 2217 7
5850 8834 9
11 6261 1
6190 3440 1
1448 1875 6
497 359 3
9210 368 3
7884 7697 8
1215 2408 6
4411 1640 7
2647 9467 3
815 1621 7
5436 9995 2
5914 9508 5
1602 1257 1
3140 2501 8
7838 1004 1
3717 4355 7
1800 2251 1
9653 6665 1
6152 3341 1
6875 1793 4
318 5206 1
4451 9144 5
4496 4871 5
9460 4209 1
3168 7891 5
3946 8197 5
1803 1737 3
2154 5161 5
3419 4581 1
1555 2901 7
3037 7691 1
729 4033 8
5317 3595 6
6837 4946 10
8891 4656 3
5157 1018 10
1397 8133 1
307 9631 3
984 2877 5
8249 8499 1
8856 2253 1
4456 3881 8
141 6009 9
5463 1849 9
4029 6379 1
1259 1491 1
1252 8841 2
2103 7083 4
9634 4151 1
1021 7787 1
2352 4851 1
2044 7361 9
4421 1650 1
6548 3291 4
4625 8187 5
2493 5377 1
807 5146 7
1118 6895 5
287 8172 5
5362 3646 1
797 579 3
822 3969 8
8772 6737 1
2379 7755 5
7291 3768 9
1034 5425 3
510 2626 1
3197 4647 2
3657 7471 6
9408 196 10
7637 6808 3
3877 1177 1
3765 9561 9
6533 7991 6
2492 735 1
8153 6831 1
2332 1456 9
9780 300 8
59 3221 5
8584 9603 1
5090 6961 5
9506 3453 1
2218 9529 1
5936 1363 7
8924 6106 9
4949 2308 5
6232 6731 3
3797 2096 5
9617 3767 9
912 1977 7
866 7222 9
2131 2013 9
9670 2729 7
59 5723 6
8835 2013 7
9264 432 1
1322 118 5
2492 1051 6
4101 2537 5
9761 4940 10
9671 3189 5
9178 7027 1
1724 8951 3
6175 5339 1
7667 3321 7
567 7225 8
8643 5535 6
5159 6649 1
128 2297 4
253 4178 9
8869 7411 5
6276 1412 9
1936 3544 1
7078 4819 1
9895 2771 1
805 9451 3
767 8301 4
9697 4211 1
5363 1016 3
5238 977 7
7354 2546 5
5471 3025 1
3745 1497 1
1883 197 1
8534 1776 9
140 9665 1
1406 6485 3
5194 6859 1
5559 4251 6
4170 7673 9
1803 3261 9
9610 4871 9
6077 6279 8
6057 7207 7
9251 9651 7
3278 7215 3
8529 492 5
3045 4165 9
606 6361 9
3035 1103 4
7734 9275 5
5913 2947 5
5682 435 8
2742 9045 1
5091 6098 7
9643 7735 10
2331 6891 1
6288 1938 1
9963 3210 3
1454 3536 9
313 4714 1
4321 6885 1
6370 9041 1
3252 1577 6
6674 376 3
7885 6271 7
5798 7731 1
7024 2101 1
8592 5001 4
7115 8111 10
8308 9223 9
6177 2964 3
1601 1681 3
7315 1349 7
1326 4289 7
9813 1496 1
59 4129 1
9027 9501 1
2790 966 6
939 3161 1
1197 174 7
1858 8966 1
4540 7051 4
4935 1719 7
148 8401 10
12 5212 6
2990 3889 5
1264 4033 1
4881 6261 7
1277 767 2
2939 7231 9
3519 9871 1
1524 8960 7
694 638 7
789 4736 9
1374 95 10
1146 7479 9
3521 3547 3
3167 3096 8
8723 9717 7
1534 9417 1
424 1521 3
4283 8521 7
5452 8191 7
8769 1073 9
7310 2497 7
4138 4573 4
8276 3459 7
2737 8564 9
5955 3882 5
2905 1433 10
4072 149 6
5921 1501 10
1065 5055 3
272 7694 3
4523 3106 1
8041 7479 1
9403 425 1
9087 325 6
1826 5781 1
7445 2521 9
7538 7953 6
1545 9341 1
8668 391 3
6694 3493 1
5138 4200 1
317 3745 3
6366 1791 5
6887 6345 3
6605 1799 3
4636 8205 8
6192 4871 4
265 9226 10
630 4641 7
9250 705 9
2468 2883 1
1012 2721 7
4560 9473 1
4810 1377 1
5309 5987 1
579 1061 1
6280 2649 5
9727 296 3
3872 5623 3
1057 7231 4
6951 285 7
3992 4322 8
665 8401 3
9788 6017 3
287 408 1
3491 5147 1
9950 2348 3
4858 1103 1
9416 2671 5
8236 4365 1
235 2716 10
827 6391 5
4278 1988 6
7589 4771 7
4300 8785 4
8811 8526 2
3976 8237 1
2351 7920 2
6783 401 2
6502 7152 3
7336 1035 1
2932 8699 8
1111 833 10
3467 9611 5
5836 9091 7
337 7771 6
6190 8925 6
2414 6077 9
3614 6466 5
399 2680 5
2617 5771 4
6287 3711 9
8877 8446 1
9785 9307 9
9746 501 5
2595 9751 6
897 3901 1
6927 4632 5
5784 1145 10
7403 9141 9
8476 3416 1
420 3201 6
2358 4203 1
8132 1112 5
5535 2693 6
2898 6335 8
8197 227 4
1265 4610 9
3382 6161 9
6145 3212 7
3689 6099 5
5221 3658 9
9280 6401 1
4285 872 2
189 6699 9
1478 8529 1
9092 9018 3
9646 2104 3
1116 2513 1
5054 3885 4
6357 2080 3
9163 6721 6
5245 6849 5
446 6691 1
1802 7315 1
7633 7325 1
8420 268 1
5255 693 7
6530 6044 9
6261 2658 6
3277 3718 3
5597 2261 1
684 6144 2
389 8729 1
2782 1614 9
1221 9057 1
6307 3271 4
6825 7521 9
5373 1371 3
969 6682 3
3596 952 5
5947 8620 1
4651 1121 2
4536 5259 1
7917 3954 1
6412 837 7
5445 6097 1
9606 9433 7
8294 7758 3
5854 8146 5
1151 7541 1
7298 3485 3
6050 603 1
131 5289 1
2817 4761 7
7414 4129 7
8077 313 6
8105 9013 1
7837 8889 3
4890 7542 7
5109 8845 7
5041 3526 1
6291 315 7
2746 6469 1
6430 1515 3
8671 2976 1
7654 9167 9
7177 498 5
5674 6433 1
3246 2051 5
8573 1332 7
7014 9177 7
5520 8871 7
3794 3509 1
9852 8926 4
9672 5350 9
3146 8353 5
417 976 6
2261 6281 9
7925 8209 1
9388 5591 3
8076 9961 9
1584 126 6
5167 1237 7
2811 7965 1
1819 8191 1
2589 6177 9
3101 9695 5
599 6000 1
3544 551 7
6626 6351 5
708 8721 4
6155 2451 1
7422 4759 1
5565 6926 5
5596 5369 2
1313 3731 5
149 5854 2
3335 7177 5
9080 6198 1
469 4345 2
5118 4796 1
4446 3377 1
4255 3739 7
6472 7701 7
8809 6856 1
586 8321 5
2523 3561 10
8025 5729 1
4127 3133 9
7772 7981 7
1916 1079 1
2431 1563 1
8000 8464 10
6541 5917 6
180 3915 1
1041 185 7
9454 8580 1
1706 7727 1
6638 9826 1
6942 8541 1
9284 9482 5
3562 433 7
8603 2084 3
7284 9107 4
6504 2601 7
1943 4633 4
261 6635 5
4459 1583 3
3993 7761 9
2840 1601 9
8239 4121 8
954 7265 9
9122 1892 6
4406 2336 7
2165 5983 3
5733 4472 7
8758 2129 8
6871 4957 1
3831 7046 8
6107 3399 1
5724 1517 1
7445 9606 9
2454 9194 7
9505 2777 4
1600 43 5
7572 8421 6
92 341 2
5525 7807 9
2805 1135 9
921 7215 8
5515 9733 3
5544 1000 5
1677 2961 7
5647 6021 5
7533 4355 3
9941 1396 6
556 1326 5
2901 2728 7
1369 4731 3
2977 221 6
6234 1815 8
576 8433 5
5874 3051 1
1616 4031 1
1060 2073 3
1754 3233 6
2904 3681 6
4856 7633 10
55 6797 5
177 9915 1
1009 1415 9
4923 8647 1
4199 8776 10
6746 5816 4
4376 740 9
9862 3682 9
6628 3379 7
5175 88 1
2245 709 10
8860 1012 1
9263 347 5
1814 2667 9
678 1151 5
1594 7693 9
9807 5701 5
3868 3005 1
8333 6955 1
6352 1495 7
2569 3341 7
4743 4365 1
601 9165 3
3329 1124 5
8639 276 6
6107 246 9
4895 4785 5
148 589 5
1986 8421 1
7447 7929 9
4971 5561 6
2354 785 5
2581 9535 6
4166 3381 2
690 5169 2
760 8117 7
9295 7517 8
2433 5752 9
447 6484 2
1632 381 9
9868 5786 7
8029 5521 1
5192 8377 1
6560 993 1
6967 5781 3
7034 951 5
7744 876 9
4202 5701 3
5587 6441 9
9358 9801 7
1957 9550 5
5420 6459 4
14 2607 7
4655 2141 6
8845 6841 1
3851 2081 9
3978 3501 10
3921 3592 9
7744 8881 6
8079 717 5
5933 2229 6
2413 8700 9
1967 4701 10
4344 8601 5
6879 2457 7
2436 5381 5
9819 8527 6
3170 7937 6
5603 8166 7
2762 1769 1
3646 1661 6
1453 7055 2
8209 6309 1
3327 5285 1
7000 6642 2
933 4121 7
8222 6805 5
9569 2297 9
720 5169 7
5865 8925 1
4051 8120 8
6535 833 6
1123 2145 7
9623 1993 1
7207 2777 4
5184 5905 4
5327 2621 7
6206 1113 3
4596 7315 5
9493 6317 3
4264 8537 4
8007 2705 1
5810 881 3
4891 2141 6
9411 6232 3
3645 6175 1
5046 9575 1
1898 6007 6
1472 8626 3
3523 1428 7
2917 4194 9
326 4425 6
56 3548 3
1298 1461 7
48 8054 10
4591 233 3
3355 6869 7
4103 5477 7
8512 6363 1
408 1191 6
239 9945 6
3701 3429 7
6388 6686 6
6177 1649 9
552 9874 8
314 1353 1
5979 6621 7
9878 7471 9
8132 7839 1
2098 9525 7
87 5791 5
9187 3805 6
232 2697 7
8898 969 9
8274 8269 2
9210 8497 5
9995 6385 7
8259 5413 5
1288 7305 6
3726 2781 5
8318 2761 9
3540 1009 9
6474 155 9
2828 1191 3
9306 9243 2
678 9366 3
1208 7805 1
9917 7359 5
1067 395 2
3760 9441 7
680 3989 1
7035 4707 9
3115 1163 5
8412 8851 3
4759 3183 10
3823 2939 6
2291 8904 1
8317 4773 2
8203 7897 7
6354 1809 3
3892 4769 6
2668 5826 3
348 4247 3
3088 2706 5
3363 2081 3
5430 6601 5
2575 7281 1
1141 3449 7
486 5425 10
4979 7677 1
3946 8573 1
7891 2267 2
1144 8433 9
7638 6125 2
3755 617 1
4690 2222 1
4996 8451 8
173 8321 1
863 3271 1
190 2853 5
4198 368 8
1801 1151 5
1393 857 5
6972 6857 3
2844 7853 10
3979 8831 7
3076 6997 7
7086 1309 8
5075 539 9
4598 2647 2
6910 3017 9
4612 5623 5
4369 8183 1
273 4585 1
751 4595 7
4598 3027 9
2179 7511 8
7212 7751 9
4926 8169 7
5313 1771 1
6679 6081 5
7553 1784 9
6641 3115 4
6001 6336 7
6854 9130 6
1618 3982 5
35 3316 7
7706 5826 3
2582 363 2
5565 3391 1
2864 2969 1
5435 5555 3
5188 3094 2
2141 405 1
6814 1041 7
2212 2113 9
4213 124 5
4169 6913 4
1350 17 9
5397 7213 2
5048 8789 10
4582 6408 1
3071 4749 7
5263 2991 10
3470 2347 9
6232 8451 1
354 8817 1
6505 4337 1
9264 4888 1
1675 7621 3
9505 3387 9
5102 5857 6
1411 2113 1
6304 9617 2
8307 7501 4
1482 4695 6
3380 8947 10
2360 5586 9
8591 361 6
6165 6001 6
1371 2301 3
1381 4788 9
3976 9289 9
8955 9318 3
1432 2618 3
5851 7884 1
759 6437 1
3000 251 7
9844 8517 8
3985 2817 7
5292 2276 6
4589 5169 9
2550 681 4
6209 9573 1
4029 2061 3
6852 2443 4
2316 4729 9
5041 6789 7
78 1374 7
6943 5631 1
9081 4050 9
3570 6507 3
4714 2748 1
7877 7822 1
2544 2671 3
6710 6891 5
5379 49 1
318 1875 1
2795 4580 3
8222 7957 7
492 9463 2
3358 8858 1
6285 9409 5
1379 458 6
6865 6046 7
8341 8601 1
2124 9991 7
1208 7433 7
8977 8915 8
7909 9817 8
742 346 1
8230 3969 3
1583 5841 7
9998 2289 3
6282 7522 3
5220 2210 3
9310 7041 7
9487 7118 1
8230 4785 10
940 4881 3
5579 2131 1
2519 9549 7
6191 413 8
4062 8751 5
5612 1779 5
157 1181 1
1582 8301 9
9347 5718 9
4732 3233 1
4076 3519 6
1573 3501 4
531 5251 4
4211 2441 10
4909 6365 3
4724 5937 1
992 7406 1
5754 6912 2
5131 9869 1
6250 2881 1
4696 7969 9
1784 8419 4
7080 7783 7
7664 5790 2
4882 2069 9
1593 7303 9
3660 5750 1
7436 6676 9
317 439 9
1455 321 3
4980 1441 8
7048 3467 1
8809 6506 1
2429 6737 5
1240 2235 6
4749 4781 1
3413 6687 6
557 2593 6
7576 9729 6
7229 3493 9
8608 6649 5
2671 5697 5
9838 1868 1
1200 657 6
2092 2971 1
1877 975 1
7812 486 5
3044 8441 7
6752 6062 7
9817 5144 5
2075 5697 7
1185 9401 1
1967 8220 7
4558 441 1
624 3471 6
5619 5793 7
770 5893 7
4045 7577 5
4951 7861 1
9184 9673 1
6635 9665 1
2607 3094 1
1655 6549 7
3989 4981 5
9075 5493 9
9283 3077 1
303 5735 6
7328 9391 7
5110 976 10
9222 4061 5
1876 6177 7
406 6401 5
3739 1931 2
525 9857 1
8954 6886 2
4960 9361 9
4110 4001 1
2903 5501 9
7559 7597 3
909 4353 10
9395 1913 3
1952 3991 6
1838 8001 9
8144 4033 7
8852 6151 5
8757 996 6
505 3211 1
541 3825 1
5382 1689 9
8932 2391 1
3288 7605 1
6984 797 9
8159 2065 7
114 891 1
4748 4001 7
886 4897 1
8787 1669 7
8490 4401 10
178 5711 4
254 7993 9
2833 986 6
5296 9971 6
3328 228 1
3093 647 7
4235 909 6
785 4353 7
6312 3481 1
1616 3201 9
5713 8129 10
9387 336 1
1475 4251 1
1676 9655 1
2910 2606 1
7288 8579 8
9331 6099 9
3439 1951 5
6602 2713 5
7560 6645 1
8318 1301 1
9070 5232 6
294 4195 6
8798 621 5
9094 181 2
1532 675 1
7498 6561 6
6635 6705 4
5913 1527 1
9658 2237 4
1937 465 1
1598 4975 1
1943 7081 7
4200 7121 3
3033 1585 3
999 1750 5
7611 4952 1
216 2900 5
6183 8787 1
465 4851 1
9084 1116 1
6233 8740 1
6433 8954 7
949 9086 9
9143 308 6
8004 3887 5
3564 3181 7
426 3601 5
5829 7896 1
7349 1031 1
3197 3851 7
1748 6158 4
6231 8849 1
3677 6361 9
9032 1097 1
4080 3926 9
9037 809 3
6078 3793 10
200 1306 4
1817 6563 7
1395 5244 5
3123 3101 6
768 1191 3
1232 6403 5
2351 7985 8
9811 2060 4
2721 3024 4
5882 3296 5
8071 3743 1
368 2009 2
9359 2646 4
3523 6971 5
7722 360 9
2062 4066 6
6129 5811 1
2288 8714 1
4809 8325 8
794 5305 7
2452 5730 7
4414 5231 5
1380 5535 7
3394 8801 1
1663 1385 5
85 7777 6
8120 2875 5
4150 7405 6
9322 5121 8
7314 4725 1
9752 7787 1
722 9709 1
2433 8364 1
3293 5480 5
7096 9012 3
3457 6587 3
5044 641 3
5270 4561 2
9766 4049 1
2078 5159 5
3651 8779 3
1316 9979 1
9846 5585 2
3385 5531 1
5125 3489 1
674 3131 3
6443 1521 1
5538 3961 8
763 3361 7
3143 2721 1
9402 8501 6
2936 5866 10
728 1232 1
7689 2269 5
1841 2748 7
4865 3651 3
6296 2289 7
7520 1961 7
7664 4551 1
4089 4451 1
4560 8287 10
3658 7289 1
4416 6036 7
9456 8951 7
1338 2501 7
4330 8289 9
572 233 2
6906 351 6
8562 3479 1
6999 6161 7
5578 5951 1
9949 7585 6
7248 5361 1
4867 4054 1
4312 4661 8
1826 9116 3
7158 7736 1
6031 9953 2
9612 3409 1
1089 7536 1
6916 2390 9
7669 6337 5
7108 5193 3
3076 6488 5
2596 8690 1
9084 5201 6
5210 6767 6
9205 4657 1
4069 2178 7
2798 6651 3
181 2351 9
613 2751 1
3199 203 7
3874 5360 9
8988 8329 7
2305 113 1
995 7226 9
2503 9482 7
5495 263 6
4114 1950 3
9099 9928 7
3736 1959 3
6070 3793 3
6490 8945 10
4860 5345 5
4038 8501 1
5653 9658 1
2913 4893 8
278 6931 9
6541 251 2
2904 1697 9
9986 4728 4
8816 2256 8
2474 2639 3
8181 2201 6
5189 4312 10
2172 6358 10
5639 3131 4
4833 2501 8
3619 8299 1
4810 9361 1
5126 2529 3
5383 5511 1
1086 9217 7
6847 3021 3
1752 1313 7
7761 575 7
6855 1425 1
630 278 7
5636 767 9
1325 7954 10
1980 9605 1
2736 2573 3
8965 9698 3
5614 2373 9
1213 5826 1
8433 4129 1
8068 2174 10
469 4887 10
8262 8769 1
2070 4973 7
6251 5514 4
5888 5835 7
3420 7479 8
3940 2001 3
1779 1257 6
8378 5907 5
4248 3359 7
8464 3555 6
5309 7051 1
5 7501 1
240 5901 9
9408 8706 7
3687 5425 5
7441 2237 3
5184 2161 1
6354 3863 9
8436 6347 8
790 7434 3
659 817 1
4368 9591 1
3291 9089 5
4931 1844 5
2749 7101 5
8106 3262 3
1903 5751 1
7788 1089 6
2093 1760 1
4262 751 5
8569 1856 7
6206 1967 7
956 1881 9
2154 4297 5
9148 3182 7
1681 2918 9
1141 2919 1
790 8067 8
434 8428 1
6414 621 7
61 3376 1
7722 3217 9
452 2204 3
60 3709 10
6800 769 5
4951 1224 10
225 9552 2
9389 2399 1
5198 531 6
5971 9002 7
8168 451 1
4821 9213 4
1366 5021 1
5846 9169 7
2293 8349 9
8390 5708 7
8184 8923 1
4347 3551 1
7840 9984 7
3098 7107 1
6620 2759 6
9254 2105 3
5019 2275 8
1523 9633 7
5452 6736 8
8686 6041 3
3413 4145 1
1848 1321 3
5399 4149 3
6106 6768 6
1071 3717 3
6046 1351 6
2162 2317 1
4159 7126 3
5307 2674 2
4357 9153 7
1648 4745 6
2563 8501 1
5205 6821 1
9401 303 8
7637 9073 6
6351 8065 8
7106 7810 4
6553 8799 9
596 4821 10
8181 3023 7
507 7317 6
1625 9161 6
4117 6914 5
4034 1738 2
4268 3481 6
7420 9903 9
2946 4245 7
7204 2926 5
1857 6597 1
316 8881 1
6020 4006 1
8795 5701 6
5045 9665 7
1251 8376 1
3228 4300 9
9398 9259 9
1490 884 4
5839 1857 1
7365 5541 1
3591 449 1
7119 5553 5
8904 4390 3
7667 1101 3
3508 7741 7
2840 366 3
183 6521 6
3890 5045 5
2403 1477 1
1895 8965 1
1902 725 9
4166 6186 5
4345 5802 7
474 4583 4
9669 3061 1
9935 4011 6
3907 505 6
6250 6801 7
8063 164 1
8451 2275 9
4014 9613 5
8062 5729 3
4521 2221 9
9946 9235 4
1247 1153 1
1642 9686 3
3455 9091 9
4287 6989 4
8779 9981 1
243 5623 1
7816 9917 1
4723 686 10
6868 9071 6
4292 6040 1
1855 9805 3
2748 3091 1
5359 9385 5
3650 8993 1
6805 2625 5
9341 8137 1
8143 257 1
5009 7187 1
5863 1960 6
9221 171 10
1751 339 5
7394 8131 6
9154 113 9
1074 171 4
4358 2713 2
3316 3860 3
5956 9745 9
4268 8497 9
824 1962 5
467 8405 5
8336 4579 1
1140 9876 3
5308 3953 8
1334 4801 2
1342 2861 7
3008 3661 7
2245 289 7
5076 3427 7
9371 1259 5
4176 6453 1
8668 340 3
7578 4449 1
587 251 5
1551 7751 1
1583 4443 6
6590 675 5
7617 7139 5
4091 3638 6
4963 3361 6
5289 3913 5
3814 561 1
2866 3654 6
9318 207 1
1702 2309 9
6155 1795 1
3806 8045 3
4059 9153 5
2486 9997 1
4160 402 5
9612 8313 1
6064 4851 1
7031 177 5
3501 8662 8
99 3809 9
1506 8897 1
3397 2689 5
8164 2526 5
9612 6755 1
6450 8375 1
9409 5347 2
73 1201 9
1525 7769 6
6916 8339 5
9723 7311 10
6643 1351 2
6496 2483 6
4129 3744 1
3738 2755 9
9673 4280 3
2330 9425 1
7945 7256 3
4638 3375 9
5762 261 3
1786 8001 1
1461 6003 1
7410 2461 1
7045 4001 6
7843 4494 3
8433 2655 5
3254 9121 9
5741 5943 3
5848 4925 7
3095 6626 9
1611 1523 9
8743 5325 9
1557 4896 7
1227 7201 2
8780 4504 2
5260 39 7
7782 1501 3
4162 6169 1
7868 865 3
1893 6609 5
7016 8681 1
150 2486 10
1039 6210 7
6847 489 9
3455 6493 9
3305 7849 1
9220 8171 5
2140 4103 3
4887 1181 5
4612 6404 1
706 535 8
842 361 7
1172 891 9
8113 5651 9
2805 4712 6
1954 9021 1
7361 9191 3
5819 5585 6
5672 2231 2
8488 6873 1
2957 1529 3
6616 7463 9
4645 4981 6
5653 4597 1
4431 4726 7
2400 4444 3
2680 7218 5
7468 9943 6
6758 9849 2
8004 4242 3
1508 2662 5
7795 1939 3
1433 5608 1
6876 7911 1
8337 2789 7
6795 6501 4
2837 7237 10
5206 1911 1
9782 161 1
326 2962 1
1170 104 1
1933 5419 7
7904 1630 9
3470 723 1
8898 9177 1
4772 477 2
5897 4267 1
7141 4187 6
4904 5381 10
1858 6001 1
795 2309 1
7372 3770 9
8529 401 1
4410 8694 8
2776 5809 1
6509 327 4
4927 7162 5
6628 2119 10
7116 9326 1
5839 6115 1
5014 2679 9
3486 3413 3
3685 7551 5
1443 7121 7
7281 1115 6
3820 513 1
8520 2062 1
1358 3449 3
3533 5211 1
4544 3409 2
21 3251 9
8871 835 7
347 3522 9
8706 4312 10
6106 976 9
1537 3155 1
6961 3313 1
6663 4321 1
1934 5681 3
6879 9046 7
4480 1005 9
7795 4941 1
5110 6415 8
5191 2417 1
764 8531 6
793 9556 6
3412 2537 9
1509 5576 1
8596 8521 10
8199 5013 5
3786 5565 2
520 810 6
9091 7839 9
2221 8611 5
7127 9121 6
1340 6876 1
5928 2573 1
527 4989 8
195 377 7
2691 5383 2
1179 4986 7
9215 4981 1
2942 7153 10
8360 3969 7
7173 1205 5
372 8342 5
1683 8977 9
524 7176 4
6737 6513 7
7346 6541 3
1556 4377 9
603 1293 6
2 5522 10
458 6611 7
4193 9211 1
3773 1501 3
4240 3537 5
7629 4541 3
7573 7765 1
6459 6772 1
5587 221 8
8525 6337 5
2758 4121 3
7270 5867 7
9188 6005 1
4900 8951 3
4388 9077 1
1526 993 7
4365 3557 1
7008 8515 2
1867 1381 7
4352 6251 7
1129 4321 5
7925 95 1
6666 7835 2
7531 9361 1
1505 4861 3
2799 4345 7
3368 8385 9
1794 4114 9
8453 6688 2
8668 1361 3
4459 7340 1
1754 4897 8
8237 4497 1
2115 7973 8
5094 9121 8
6980 176 1
2588 3857 1
4598 491 3
892 9243 9
5039 5941 3
6637 6753 7
3206 5193 10
4047 9839 6
6857 4470 7
5226 7625 10
3674 5041 1
135 4833 1
4655 4951 7
7306 2277 5
3981 1051 9
2563 1457 7
1377 4411 9
257 661 9
9248 3857 1
5063 9665 2
4155 1557 4
8998 8610 9
3191 7825 2
2129 7620 6
8025 2573 10
1103 25 7
94 4989 1
4662 5434 7
5237 1989 4
3171 3531 6
7186 3449 1
1290 58 9
6751 7702 8
4850 6157 4
9 4337 1
1355 9817 9
9182 3421 3
4503 977 1
4813 3413 6
9677 3101 10
2813 8333 9
9297 2001 5
743 600 9
1415 2675 1
3077 6334 3
7713 7809 1
1405 8015 5
1787 4329 9
4732 1198 7
1385 6145 6
5110 5748 6
73 9521 7
2045 8863 1
2716 699 9
3673 5413 5
606 4717 1
1362 7431 7
5680 1449 1
8077 4367 2
1458 7555 8
5093 1681 1
8206 6451 7
8354 6476 7
8228 901 3
5456 7921 6
6722 8125 5
9428 3383 5
3421 4710 1
4214 881 3
4759 2705 1
8296 203 1
9280 5525 5
2645 8726 5
9214 2289 8
2837 9281 7
8386 7471 1
6757 4004 7
722 4004 1
82 7411 3
6553 6286 1
1876 1873 5
1019 2886 6
4879 6119 9
6853 5501 9
6830 3596 9
2511 8152 9
6006 3893 1
7308 2689 6
7111 8482 2
7762 9189 5
3777 8777 1
5332 3425 8
172 3601 4
7934 5326 8
4025 1077 5
709 1446 10
1121 5397 10
6261 8377 7
2342 6467 6
3941 9755 3
3146 7418 1
6523 8731 1
1665 3205 7
6965 6140 7
3 9077 1
5083 8637 5
240 3845 3
3309 8605 3
732 1301 9
2660 9940 7
6185 7401 5
671 932 7
2740 1505 1
1869 9804 7
1813 6881 1
5751 7345 3
9998 3126 6
8400 640 1
1226 3090 7
3457 735 3
8667 4747 9
58 3969 8
1242 8401 1
2621 985 7
4644 241 1
487 8545 1
4538 857 7
3176 5024 5
8238 3697 7
9003 3444 1
9549 1033 3
9072 2617 3
3429 9693 10
1511 5640 1
8209 9930 1
1464 1841 5
3688 1634 6
9038 3745 6
3582 4829 2
4847 731 1
1287 9061 8
2114 4993 1
6966 9531 7
9642 5136 7
2903 6321 6
4543 6257 6
6486 4232 1
7577 8881 9
1743 8578 3
1722 4475 3
6644 2837 8
5954 433 9
2623 6311 9
8502 1526 5
7437 4519 7
857 9776 3
1021 9873 10
1225 3021 9
6931 3342 1
8693 7166 10
5310 8731 7
3994 6133 1
8926 889 7
5637 8652 5
9681 9849 1
9707 3508 8
8563 7604 5
5350 710 7
8929 9001 1
6537 5133 1
1453 4886 1
2300 7073 7
1672 8792 6
7916 3519 1
1614 3043 6
6609 1121 1
8565 3435 1
1165 6646 1
9934 7771 8
6217 2501 6
1822 2327 3
8754 7767 3
1780 77 3
5361 9841 5
4465 8500 8
5251 5905 1
4835 1177 6
9012 9626 6
3915 761 4
6186 9527 10
1882 6585 3
8823 5749 4
5137 1035 1
5975 4064 3
1513 525 7
8847 6408 3
2792 7091 5
8521 5437 1
7513 6864 9
8567 5801 3
2909 8829 6
9584 881 6
2570 7995 9
8410 4137 9
4590 625 7
3783 6231 5
307 5045 7
4088 1485 1
7016 7463 1
3519 8231 5
5968 8193 1
4522 5905 1
988 2561 5
5832 961 5
6801 7900 5
1410 3985 1
8115 9711 1
2555 2181 8
1244 2329 4
4599 4342 1
8259 3371 9
6434 3746 2
5533 8593 1
922 3511 1
653 5331 2
5067 6901 6
8857 4540 6
9186 2605 1
2778 3345 5
6684 5861 9
6031 6036 9
7733 9277 1
